timeSeriesDesc,geoLevelDesc,geoLevelValueDesc,label,counts,countsPercentage,Province,District,Municipality,ReportType
Census 2022,Municipality,Ramotshere Moiloa,Other,723,1.5,North West,Ngaka Modiri Molema,Ramotshere Moiloa,DsRefuseDisposals
Census 2022,Municipality,Ratlou,Removed by local authority at least once a week,5852,18.7,North West,Ngaka Modiri Molema,Ratlou,DsRefuseDisposals
Census 2022,Municipality,Ratlou,Removed by local authority less often,28,0.1,North West,Ngaka Modiri Molema,Ratlou,DsRefuseDisposals
Census 2022,Municipality,Ratlou,Communal refuse dump,277,0.9,North West,Ngaka Modiri Molema,Ratlou,DsRefuseDisposals
Census 2022,Municipality,Ratlou,Communal container/central collection point,51,0.2,North West,Ngaka Modiri Molema,Ratlou,DsRefuseDisposals
Census 2022,Municipality,Ratlou,Own refuse dump,23744,75.9,North West,Ngaka Modiri Molema,Ratlou,DsRefuseDisposals
Census 2022,Municipality,Ratlou,No Rubbish Disposal,1098,3.5,North West,Ngaka Modiri Molema,Ratlou,DsRefuseDisposals
Census 2022,Municipality,Ratlou,Other,222,0.7,North West,Ngaka Modiri Molema,Ratlou,DsRefuseDisposals
Census 2022,Municipality,Tswaing,Removed by local authority at least once a week,9052,28.6,North West,Ngaka Modiri Molema,Tswaing,DsRefuseDisposals
Census 2022,Municipality,Tswaing,Removed by local authority less often,357,1.1,North West,Ngaka Modiri Molema,Tswaing,DsRefuseDisposals
Census 2022,Municipality,Tswaing,Communal refuse dump,299,0.9,North West,Ngaka Modiri Molema,Tswaing,DsRefuseDisposals
Census 2022,Municipality,Tswaing,Communal container/central collection point,733,2.3,North West,Ngaka Modiri Molema,Tswaing,DsRefuseDisposals
Census 2022,Municipality,Tswaing,Own refuse dump,16724,52.9,North West,Ngaka Modiri Molema,Tswaing,DsRefuseDisposals
Census 2022,Municipality,Tswaing,No Rubbish Disposal,4086,12.9,North West,Ngaka Modiri Molema,Tswaing,DsRefuseDisposals
Census 2022,Municipality,Tswaing,Other,368,1.2,North West,Ngaka Modiri Molema,Tswaing,DsRefuseDisposals
Census 2022,Municipality,Dikgatlong,Removed by local authority at least once a week,6364,44.2,Northern Cape,Frances Baard,Dikgatlong,DsRefuseDisposals
Census 2022,Municipality,Dikgatlong,Removed by local authority less often,549,3.8,Northern Cape,Frances Baard,Dikgatlong,DsRefuseDisposals
Census 2022,Municipality,Dikgatlong,Communal refuse dump,45,0.3,Northern Cape,Frances Baard,Dikgatlong,DsRefuseDisposals
Census 2022,Municipality,Dikgatlong,Communal container/central collection point,238,1.7,Northern Cape,Frances Baard,Dikgatlong,DsRefuseDisposals
Census 2022,Municipality,Dikgatlong,Own refuse dump,5366,37.2,Northern Cape,Frances Baard,Dikgatlong,DsRefuseDisposals
Census 2022,Municipality,Dikgatlong,No Rubbish Disposal,1750,12.2,Northern Cape,Frances Baard,Dikgatlong,DsRefuseDisposals
Census 2022,Municipality,Dikgatlong,Other,94,0.7,Northern Cape,Frances Baard,Dikgatlong,DsRefuseDisposals
Census 2022,Municipality,Magareng,Removed by local authority at least once a week,5195,76.7,Northern Cape,Frances Baard,Magareng,DsRefuseDisposals
Census 2022,Municipality,Magareng,Removed by local authority less often,171,2.5,Northern Cape,Frances Baard,Magareng,DsRefuseDisposals
Census 2022,Municipality,Magareng,Communal refuse dump,48,0.7,Northern Cape,Frances Baard,Magareng,DsRefuseDisposals
Census 2022,Municipality,Magareng,Communal container/central collection point,138,2.0,Northern Cape,Frances Baard,Magareng,DsRefuseDisposals
Census 2022,Municipality,Magareng,Own refuse dump,795,11.7,Northern Cape,Frances Baard,Magareng,DsRefuseDisposals
Census 2022,Municipality,Magareng,No Rubbish Disposal,267,3.9,Northern Cape,Frances Baard,Magareng,DsRefuseDisposals
Census 2022,Municipality,Magareng,Other,156,2.3,Northern Cape,Frances Baard,Magareng,DsRefuseDisposals
Census 2022,Municipality,Phokwane,Removed by local authority at least once a week,11550,58.9,Northern Cape,Frances Baard,Phokwane,DsRefuseDisposals
Census 2022,Municipality,Phokwane,Removed by local authority less often,283,1.4,Northern Cape,Frances Baard,Phokwane,DsRefuseDisposals
Census 2022,Municipality,Phokwane,Communal refuse dump,754,3.8,Northern Cape,Frances Baard,Phokwane,DsRefuseDisposals
Census 2022,Municipality,Phokwane,Communal container/central collection point,254,1.3,Northern Cape,Frances Baard,Phokwane,DsRefuseDisposals
Census 2022,Municipality,Phokwane,Own refuse dump,4576,23.3,Northern Cape,Frances Baard,Phokwane,DsRefuseDisposals
Census 2022,Municipality,Phokwane,No Rubbish Disposal,2124,10.8,Northern Cape,Frances Baard,Phokwane,DsRefuseDisposals
Census 2022,Municipality,Phokwane,Other,58,0.3,Northern Cape,Frances Baard,Phokwane,DsRefuseDisposals
Census 2022,Municipality,Sol Plaatje,Removed by local authority at least once a week,56740,83.1,Northern Cape,Frances Baard,Sol Plaatje,DsRefuseDisposals
Census 2022,Municipality,Sol Plaatje,Removed by local authority less often,757,1.1,Northern Cape,Frances Baard,Sol Plaatje,DsRefuseDisposals
Census 2022,Municipality,Sol Plaatje,Communal refuse dump,679,1.0,Northern Cape,Frances Baard,Sol Plaatje,DsRefuseDisposals
Census 2022,Municipality,Sol Plaatje,Communal container/central collection point,1866,2.7,Northern Cape,Frances Baard,Sol Plaatje,DsRefuseDisposals
Census 2022,Municipality,Sol Plaatje,Own refuse dump,3697,5.4,Northern Cape,Frances Baard,Sol Plaatje,DsRefuseDisposals
Census 2022,Municipality,Sol Plaatje,No Rubbish Disposal,4316,6.3,Northern Cape,Frances Baard,Sol Plaatje,DsRefuseDisposals
Census 2022,Municipality,Sol Plaatje,Other,259,0.4,Northern Cape,Frances Baard,Sol Plaatje,DsRefuseDisposals
Census 2022,Municipality,Ga-Segonyana,Removed by local authority at least once a week,6602,22.5,Northern Cape,John Taolo Gaetsewe,Ga-Segonyana,DsRefuseDisposals
Census 2022,Municipality,Ga-Segonyana,Removed by local authority less often,38,0.1,Northern Cape,John Taolo Gaetsewe,Ga-Segonyana,DsRefuseDisposals
Census 2022,Municipality,Ga-Segonyana,Communal refuse dump,167,0.6,Northern Cape,John Taolo Gaetsewe,Ga-Segonyana,DsRefuseDisposals
Census 2022,Municipality,Ga-Segonyana,Communal container/central collection point,601,2.0,Northern Cape,John Taolo Gaetsewe,Ga-Segonyana,DsRefuseDisposals
Census 2022,Municipality,Ga-Segonyana,Own refuse dump,20535,69.9,Northern Cape,John Taolo Gaetsewe,Ga-Segonyana,DsRefuseDisposals
Census 2022,Municipality,Ga-Segonyana,No Rubbish Disposal,953,3.2,Northern Cape,John Taolo Gaetsewe,Ga-Segonyana,DsRefuseDisposals
Census 2022,Municipality,Ga-Segonyana,Other,483,1.6,Northern Cape,John Taolo Gaetsewe,Ga-Segonyana,DsRefuseDisposals
Census 2022,Municipality,Gamagara,Removed by local authority at least once a week,8837,84.7,Northern Cape,John Taolo Gaetsewe,Gamagara,DsRefuseDisposals
Census 2022,Municipality,Gamagara,Removed by local authority less often,220,2.1,Northern Cape,John Taolo Gaetsewe,Gamagara,DsRefuseDisposals
Census 2022,Municipality,Gamagara,Communal refuse dump,22,0.2,Northern Cape,John Taolo Gaetsewe,Gamagara,DsRefuseDisposals
Census 2022,Municipality,Gamagara,Communal container/central collection point,716,6.9,Northern Cape,John Taolo Gaetsewe,Gamagara,DsRefuseDisposals
Census 2022,Municipality,Gamagara,Own refuse dump,384,3.7,Northern Cape,John Taolo Gaetsewe,Gamagara,DsRefuseDisposals
Census 2022,Municipality,Gamagara,No Rubbish Disposal,118,1.1,Northern Cape,John Taolo Gaetsewe,Gamagara,DsRefuseDisposals
Census 2022,Municipality,Gamagara,Other,134,1.3,Northern Cape,John Taolo Gaetsewe,Gamagara,DsRefuseDisposals
Census 2022,Municipality,Joe Morolong,Removed by local authority at least once a week,3864,14.6,Northern Cape,John Taolo Gaetsewe,Joe Morolong,DsRefuseDisposals
Census 2022,Municipality,Joe Morolong,Removed by local authority less often,1,0.0,Northern Cape,John Taolo Gaetsewe,Joe Morolong,DsRefuseDisposals
Census 2022,Municipality,Joe Morolong,Communal refuse dump,197,0.7,Northern Cape,John Taolo Gaetsewe,Joe Morolong,DsRefuseDisposals
Census 2022,Municipality,Joe Morolong,Communal container/central collection point,343,1.3,Northern Cape,John Taolo Gaetsewe,Joe Morolong,DsRefuseDisposals
Census 2022,Municipality,Joe Morolong,Own refuse dump,19477,73.4,Northern Cape,John Taolo Gaetsewe,Joe Morolong,DsRefuseDisposals
Census 2022,Municipality,Joe Morolong,No Rubbish Disposal,2047,7.7,Northern Cape,John Taolo Gaetsewe,Joe Morolong,DsRefuseDisposals
Census 2022,Municipality,Joe Morolong,Other,608,2.3,Northern Cape,John Taolo Gaetsewe,Joe Morolong,DsRefuseDisposals
Census 2022,Municipality,Hantam,Removed by local authority at least once a week,4766,89.5,Northern Cape,Namakwa,Hantam,DsRefuseDisposals
Census 2022,Municipality,Hantam,Removed by local authority less often,124,2.3,Northern Cape,Namakwa,Hantam,DsRefuseDisposals
Census 2022,Municipality,Hantam,Communal refuse dump,9,0.2,Northern Cape,Namakwa,Hantam,DsRefuseDisposals
Census 2022,Municipality,Hantam,Communal container/central collection point,322,6.0,Northern Cape,Namakwa,Hantam,DsRefuseDisposals
Census 2022,Municipality,Hantam,Own refuse dump,85,1.6,Northern Cape,Namakwa,Hantam,DsRefuseDisposals
Census 2022,Municipality,Hantam,No Rubbish Disposal,10,0.2,Northern Cape,Namakwa,Hantam,DsRefuseDisposals
Census 2022,Municipality,Hantam,Other,10,0.2,Northern Cape,Namakwa,Hantam,DsRefuseDisposals
Census 2022,Municipality,Kamiesberg,Removed by local authority at least once a week,2148,60.1,Northern Cape,Namakwa,Kamiesberg,DsRefuseDisposals
Census 2022,Municipality,Kamiesberg,Removed by local authority less often,232,6.5,Northern Cape,Namakwa,Kamiesberg,DsRefuseDisposals
Census 2022,Municipality,Kamiesberg,Communal refuse dump,6,0.2,Northern Cape,Namakwa,Kamiesberg,DsRefuseDisposals
Census 2022,Municipality,Kamiesberg,Communal container/central collection point,1150,32.2,Northern Cape,Namakwa,Kamiesberg,DsRefuseDisposals
Census 2022,Municipality,Kamiesberg,Own refuse dump,35,1.0,Northern Cape,Namakwa,Kamiesberg,DsRefuseDisposals
Census 2022,Municipality,Kamiesberg,No Rubbish Disposal,0,0.0,Northern Cape,Namakwa,Kamiesberg,DsRefuseDisposals
Census 2022,Municipality,Kamiesberg,Other,6,0.2,Northern Cape,Namakwa,Kamiesberg,DsRefuseDisposals
Census 2022,Municipality,Karoo Hoogland,Removed by local authority at least once a week,2716,94.1,Northern Cape,Namakwa,Karoo Hoogland,DsRefuseDisposals
Census 2022,Municipality,Karoo Hoogland,Removed by local authority less often,7,0.2,Northern Cape,Namakwa,Karoo Hoogland,DsRefuseDisposals
Census 2022,Municipality,Karoo Hoogland,Communal refuse dump,3,0.1,Northern Cape,Namakwa,Karoo Hoogland,DsRefuseDisposals
Census 2022,Municipality,Karoo Hoogland,Communal container/central collection point,63,2.2,Northern Cape,Namakwa,Karoo Hoogland,DsRefuseDisposals
Census 2022,Municipality,Karoo Hoogland,Own refuse dump,80,2.8,Northern Cape,Namakwa,Karoo Hoogland,DsRefuseDisposals
Census 2022,Municipality,Karoo Hoogland,No Rubbish Disposal,5,0.2,Northern Cape,Namakwa,Karoo Hoogland,DsRefuseDisposals
Census 2022,Municipality,Karoo Hoogland,Other,11,0.4,Northern Cape,Namakwa,Karoo Hoogland,DsRefuseDisposals
Census 2022,Municipality,Khâi-Ma,Removed by local authority at least once a week,975,50.3,Northern Cape,Namakwa,Khâi-Ma,DsRefuseDisposals
Census 2022,Municipality,Khâi-Ma,Removed by local authority less often,16,0.8,Northern Cape,Namakwa,Khâi-Ma,DsRefuseDisposals
Census 2022,Municipality,Khâi-Ma,Communal refuse dump,19,1.0,Northern Cape,Namakwa,Khâi-Ma,DsRefuseDisposals
Census 2022,Municipality,Khâi-Ma,Communal container/central collection point,600,31.0,Northern Cape,Namakwa,Khâi-Ma,DsRefuseDisposals
Census 2022,Municipality,Khâi-Ma,Own refuse dump,219,11.3,Northern Cape,Namakwa,Khâi-Ma,DsRefuseDisposals
Census 2022,Municipality,Khâi-Ma,No Rubbish Disposal,7,0.3,Northern Cape,Namakwa,Khâi-Ma,DsRefuseDisposals
Census 2022,Municipality,Khâi-Ma,Other,103,5.3,Northern Cape,Namakwa,Khâi-Ma,DsRefuseDisposals
Census 2022,Municipality,Nama Khoi,Removed by local authority at least once a week,12375,84.9,Northern Cape,Namakwa,Nama Khoi,DsRefuseDisposals
Census 2022,Municipality,Nama Khoi,Removed by local authority less often,39,0.3,Northern Cape,Namakwa,Nama Khoi,DsRefuseDisposals
Census 2022,Municipality,Nama Khoi,Communal refuse dump,75,0.5,Northern Cape,Namakwa,Nama Khoi,DsRefuseDisposals
Census 2022,Municipality,Nama Khoi,Communal container/central collection point,1447,9.9,Northern Cape,Namakwa,Nama Khoi,DsRefuseDisposals
Census 2022,Municipality,Nama Khoi,Own refuse dump,572,3.9,Northern Cape,Namakwa,Nama Khoi,DsRefuseDisposals
Census 2022,Municipality,Nama Khoi,No Rubbish Disposal,52,0.4,Northern Cape,Namakwa,Nama Khoi,DsRefuseDisposals
Census 2022,Municipality,Nama Khoi,Other,19,0.1,Northern Cape,Namakwa,Nama Khoi,DsRefuseDisposals
Census 2022,Municipality,Richtersveld,Removed by local authority at least once a week,5217,92.5,Northern Cape,Namakwa,Richtersveld,DsRefuseDisposals
Census 2022,Municipality,Richtersveld,Removed by local authority less often,39,0.7,Northern Cape,Namakwa,Richtersveld,DsRefuseDisposals
Census 2022,Municipality,Richtersveld,Communal refuse dump,8,0.1,Northern Cape,Namakwa,Richtersveld,DsRefuseDisposals
Census 2022,Municipality,Richtersveld,Communal container/central collection point,216,3.8,Northern Cape,Namakwa,Richtersveld,DsRefuseDisposals
Census 2022,Municipality,Richtersveld,Own refuse dump,59,1.0,Northern Cape,Namakwa,Richtersveld,DsRefuseDisposals
Census 2022,Municipality,Richtersveld,No Rubbish Disposal,5,0.1,Northern Cape,Namakwa,Richtersveld,DsRefuseDisposals
Census 2022,Municipality,Richtersveld,Other,99,1.8,Northern Cape,Namakwa,Richtersveld,DsRefuseDisposals
Census 2022,Municipality,Emthanjeni,Removed by local authority at least once a week,9786,92.1,Northern Cape,Pixley ka Seme,Emthanjeni,DsRefuseDisposals
Census 2022,Municipality,Emthanjeni,Removed by local authority less often,94,0.9,Northern Cape,Pixley ka Seme,Emthanjeni,DsRefuseDisposals
Census 2022,Municipality,Emthanjeni,Communal refuse dump,30,0.3,Northern Cape,Pixley ka Seme,Emthanjeni,DsRefuseDisposals
Census 2022,Municipality,Emthanjeni,Communal container/central collection point,252,2.4,Northern Cape,Pixley ka Seme,Emthanjeni,DsRefuseDisposals
Census 2022,Municipality,Emthanjeni,Own refuse dump,416,3.9,Northern Cape,Pixley ka Seme,Emthanjeni,DsRefuseDisposals
Census 2022,Municipality,Emthanjeni,No Rubbish Disposal,26,0.2,Northern Cape,Pixley ka Seme,Emthanjeni,DsRefuseDisposals
Census 2022,Municipality,Emthanjeni,Other,18,0.2,Northern Cape,Pixley ka Seme,Emthanjeni,DsRefuseDisposals
Census 2022,Municipality,Kareeberg,Removed by local authority at least once a week,2226,83.2,Northern Cape,Pixley ka Seme,Kareeberg,DsRefuseDisposals
Census 2022,Municipality,Kareeberg,Removed by local authority less often,9,0.3,Northern Cape,Pixley ka Seme,Kareeberg,DsRefuseDisposals
Census 2022,Municipality,Kareeberg,Communal refuse dump,17,0.6,Northern Cape,Pixley ka Seme,Kareeberg,DsRefuseDisposals
Census 2022,Municipality,Kareeberg,Communal container/central collection point,93,3.5,Northern Cape,Pixley ka Seme,Kareeberg,DsRefuseDisposals
Census 2022,Municipality,Kareeberg,Own refuse dump,177,6.6,Northern Cape,Pixley ka Seme,Kareeberg,DsRefuseDisposals
Census 2022,Municipality,Kareeberg,No Rubbish Disposal,147,5.5,Northern Cape,Pixley ka Seme,Kareeberg,DsRefuseDisposals
Census 2022,Municipality,Kareeberg,Other,8,0.3,Northern Cape,Pixley ka Seme,Kareeberg,DsRefuseDisposals
Census 2022,Municipality,Renosterberg,Removed by local authority at least once a week,2064,68.4,Northern Cape,Pixley ka Seme,Renosterberg,DsRefuseDisposals
Census 2022,Municipality,Renosterberg,Removed by local authority less often,148,4.9,Northern Cape,Pixley ka Seme,Renosterberg,DsRefuseDisposals
Census 2022,Municipality,Renosterberg,Communal refuse dump,6,0.2,Northern Cape,Pixley ka Seme,Renosterberg,DsRefuseDisposals
Census 2022,Municipality,Renosterberg,Communal container/central collection point,51,1.7,Northern Cape,Pixley ka Seme,Renosterberg,DsRefuseDisposals
Census 2022,Municipality,Renosterberg,Own refuse dump,422,14.0,Northern Cape,Pixley ka Seme,Renosterberg,DsRefuseDisposals
Census 2022,Municipality,Renosterberg,No Rubbish Disposal,315,10.4,Northern Cape,Pixley ka Seme,Renosterberg,DsRefuseDisposals
Census 2022,Municipality,Renosterberg,Other,11,0.4,Northern Cape,Pixley ka Seme,Renosterberg,DsRefuseDisposals
Census 2022,Municipality,Siyancuma,Removed by local authority at least once a week,9268,69.1,Northern Cape,Pixley ka Seme,Siyancuma,DsRefuseDisposals
Census 2022,Municipality,Siyancuma,Removed by local authority less often,69,0.5,Northern Cape,Pixley ka Seme,Siyancuma,DsRefuseDisposals
Census 2022,Municipality,Siyancuma,Communal refuse dump,58,0.4,Northern Cape,Pixley ka Seme,Siyancuma,DsRefuseDisposals
Census 2022,Municipality,Siyancuma,Communal container/central collection point,1320,9.8,Northern Cape,Pixley ka Seme,Siyancuma,DsRefuseDisposals
Census 2022,Municipality,Siyancuma,Own refuse dump,2260,16.8,Northern Cape,Pixley ka Seme,Siyancuma,DsRefuseDisposals
Census 2022,Municipality,Siyancuma,No Rubbish Disposal,389,2.9,Northern Cape,Pixley ka Seme,Siyancuma,DsRefuseDisposals
Census 2022,Municipality,Siyancuma,Other,59,0.4,Northern Cape,Pixley ka Seme,Siyancuma,DsRefuseDisposals
Census 2022,Municipality,Siyathemba,Removed by local authority at least once a week,5270,78.2,Northern Cape,Pixley ka Seme,Siyathemba,DsRefuseDisposals
Census 2022,Municipality,Siyathemba,Removed by local authority less often,243,3.6,Northern Cape,Pixley ka Seme,Siyathemba,DsRefuseDisposals
Census 2022,Municipality,Siyathemba,Communal refuse dump,18,0.3,Northern Cape,Pixley ka Seme,Siyathemba,DsRefuseDisposals
Census 2022,Municipality,Siyathemba,Communal container/central collection point,153,2.3,Northern Cape,Pixley ka Seme,Siyathemba,DsRefuseDisposals
Census 2022,Municipality,Siyathemba,Own refuse dump,647,9.6,Northern Cape,Pixley ka Seme,Siyathemba,DsRefuseDisposals
Census 2022,Municipality,Siyathemba,No Rubbish Disposal,402,6.0,Northern Cape,Pixley ka Seme,Siyathemba,DsRefuseDisposals
Census 2022,Municipality,Siyathemba,Other,6,0.1,Northern Cape,Pixley ka Seme,Siyathemba,DsRefuseDisposals
Census 2022,Municipality,Thembelihle,Removed by local authority at least once a week,2592,49.7,Northern Cape,Pixley ka Seme,Thembelihle,DsRefuseDisposals
Census 2022,Municipality,Thembelihle,Removed by local authority less often,57,1.1,Northern Cape,Pixley ka Seme,Thembelihle,DsRefuseDisposals
Census 2022,Municipality,Thembelihle,Communal refuse dump,358,6.9,Northern Cape,Pixley ka Seme,Thembelihle,DsRefuseDisposals
Census 2022,Municipality,Thembelihle,Communal container/central collection point,133,2.6,Northern Cape,Pixley ka Seme,Thembelihle,DsRefuseDisposals
Census 2022,Municipality,Thembelihle,Own refuse dump,938,18.0,Northern Cape,Pixley ka Seme,Thembelihle,DsRefuseDisposals
Census 2022,Municipality,Thembelihle,No Rubbish Disposal,1096,21.0,Northern Cape,Pixley ka Seme,Thembelihle,DsRefuseDisposals
Census 2022,Municipality,Thembelihle,Other,37,0.7,Northern Cape,Pixley ka Seme,Thembelihle,DsRefuseDisposals
Census 2022,Municipality,Ubuntu,Removed by local authority at least once a week,3159,79.2,Northern Cape,Pixley ka Seme,Ubuntu,DsRefuseDisposals
Census 2022,Municipality,Ubuntu,Removed by local authority less often,48,1.2,Northern Cape,Pixley ka Seme,Ubuntu,DsRefuseDisposals
Census 2022,Municipality,Ubuntu,Communal refuse dump,79,2.0,Northern Cape,Pixley ka Seme,Ubuntu,DsRefuseDisposals
Census 2022,Municipality,Ubuntu,Communal container/central collection point,69,1.7,Northern Cape,Pixley ka Seme,Ubuntu,DsRefuseDisposals
Census 2022,Municipality,Ubuntu,Own refuse dump,462,11.6,Northern Cape,Pixley ka Seme,Ubuntu,DsRefuseDisposals
Census 2022,Municipality,Ubuntu,No Rubbish Disposal,80,2.0,Northern Cape,Pixley ka Seme,Ubuntu,DsRefuseDisposals
Census 2022,Municipality,Ubuntu,Other,92,2.3,Northern Cape,Pixley ka Seme,Ubuntu,DsRefuseDisposals
Census 2022,Municipality,Umsobomvu,Removed by local authority at least once a week,7036,87.3,Northern Cape,Pixley ka Seme,Umsobomvu,DsRefuseDisposals
Census 2022,Municipality,Umsobomvu,Removed by local authority less often,247,3.1,Northern Cape,Pixley ka Seme,Umsobomvu,DsRefuseDisposals
Census 2022,Municipality,Umsobomvu,Communal refuse dump,48,0.6,Northern Cape,Pixley ka Seme,Umsobomvu,DsRefuseDisposals
Census 2022,Municipality,Umsobomvu,Communal container/central collection point,306,3.8,Northern Cape,Pixley ka Seme,Umsobomvu,DsRefuseDisposals
Census 2022,Municipality,Umsobomvu,Own refuse dump,256,3.2,Northern Cape,Pixley ka Seme,Umsobomvu,DsRefuseDisposals
Census 2022,Municipality,Umsobomvu,No Rubbish Disposal,136,1.7,Northern Cape,Pixley ka Seme,Umsobomvu,DsRefuseDisposals
Census 2022,Municipality,Umsobomvu,Other,28,0.3,Northern Cape,Pixley ka Seme,Umsobomvu,DsRefuseDisposals
Census 2022,Municipality,!Kheis,Removed by local authority at least once a week,1515,30.5,Northern Cape,Z F Mgcawu,!Kheis,DsRefuseDisposals
Census 2022,Municipality,!Kheis,Removed by local authority less often,10,0.2,Northern Cape,Z F Mgcawu,!Kheis,DsRefuseDisposals
Census 2022,Municipality,!Kheis,Communal refuse dump,678,13.6,Northern Cape,Z F Mgcawu,!Kheis,DsRefuseDisposals
Census 2022,Municipality,!Kheis,Communal container/central collection point,501,10.1,Northern Cape,Z F Mgcawu,!Kheis,DsRefuseDisposals
Census 2022,Municipality,!Kheis,Own refuse dump,1986,40.0,Northern Cape,Z F Mgcawu,!Kheis,DsRefuseDisposals
Census 2022,Municipality,!Kheis,No Rubbish Disposal,152,3.1,Northern Cape,Z F Mgcawu,!Kheis,DsRefuseDisposals
Census 2022,Municipality,!Kheis,Other,126,2.5,Northern Cape,Z F Mgcawu,!Kheis,DsRefuseDisposals
Census 2022,Municipality,Dawid Kruiper,Removed by local authority at least once a week,22383,73.5,Northern Cape,Z F Mgcawu,Dawid Kruiper,DsRefuseDisposals
Census 2022,Municipality,Dawid Kruiper,Removed by local authority less often,266,0.9,Northern Cape,Z F Mgcawu,Dawid Kruiper,DsRefuseDisposals
Census 2022,Municipality,Dawid Kruiper,Communal refuse dump,21,0.1,Northern Cape,Z F Mgcawu,Dawid Kruiper,DsRefuseDisposals
Census 2022,Municipality,Dawid Kruiper,Communal container/central collection point,6505,21.4,Northern Cape,Z F Mgcawu,Dawid Kruiper,DsRefuseDisposals
Census 2022,Municipality,Dawid Kruiper,Own refuse dump,680,2.2,Northern Cape,Z F Mgcawu,Dawid Kruiper,DsRefuseDisposals
Census 2022,Municipality,Dawid Kruiper,No Rubbish Disposal,476,1.6,Northern Cape,Z F Mgcawu,Dawid Kruiper,DsRefuseDisposals
Census 2022,Municipality,Dawid Kruiper,Other,102,0.3,Northern Cape,Z F Mgcawu,Dawid Kruiper,DsRefuseDisposals
Census 2022,Municipality,Kai !Garib,Removed by local authority at least once a week,10112,49.7,Northern Cape,Z F Mgcawu,Kai !Garib,DsRefuseDisposals
Census 2022,Municipality,Kai !Garib,Removed by local authority less often,253,1.2,Northern Cape,Z F Mgcawu,Kai !Garib,DsRefuseDisposals
Census 2022,Municipality,Kai !Garib,Communal refuse dump,296,1.5,Northern Cape,Z F Mgcawu,Kai !Garib,DsRefuseDisposals
Census 2022,Municipality,Kai !Garib,Communal container/central collection point,3771,18.5,Northern Cape,Z F Mgcawu,Kai !Garib,DsRefuseDisposals
Census 2022,Municipality,Kai !Garib,Own refuse dump,4481,22.0,Northern Cape,Z F Mgcawu,Kai !Garib,DsRefuseDisposals
Census 2022,Municipality,Kai !Garib,No Rubbish Disposal,970,4.8,Northern Cape,Z F Mgcawu,Kai !Garib,DsRefuseDisposals
Census 2022,Municipality,Kai !Garib,Other,484,2.4,Northern Cape,Z F Mgcawu,Kai !Garib,DsRefuseDisposals
Census 2022,Municipality,Kgatelopele,Removed by local authority at least once a week,4749,89.8,Northern Cape,Z F Mgcawu,Kgatelopele,DsRefuseDisposals
Census 2022,Municipality,Kgatelopele,Removed by local authority less often,34,0.6,Northern Cape,Z F Mgcawu,Kgatelopele,DsRefuseDisposals
Census 2022,Municipality,Kgatelopele,Communal refuse dump,184,3.5,Northern Cape,Z F Mgcawu,Kgatelopele,DsRefuseDisposals
Census 2022,Municipality,Kgatelopele,Communal container/central collection point,253,4.8,Northern Cape,Z F Mgcawu,Kgatelopele,DsRefuseDisposals
Census 2022,Municipality,Kgatelopele,Own refuse dump,47,0.9,Northern Cape,Z F Mgcawu,Kgatelopele,DsRefuseDisposals
Census 2022,Municipality,Kgatelopele,No Rubbish Disposal,14,0.3,Northern Cape,Z F Mgcawu,Kgatelopele,DsRefuseDisposals
Census 2022,Municipality,Kgatelopele,Other,4,0.1,Northern Cape,Z F Mgcawu,Kgatelopele,DsRefuseDisposals
Census 2022,Municipality,Tsantsabane,Removed by local authority at least once a week,7137,76.1,Northern Cape,Z F Mgcawu,Tsantsabane,DsRefuseDisposals
Census 2022,Municipality,Tsantsabane,Removed by local authority less often,34,0.4,Northern Cape,Z F Mgcawu,Tsantsabane,DsRefuseDisposals
Census 2022,Municipality,Tsantsabane,Communal refuse dump,98,1.0,Northern Cape,Z F Mgcawu,Tsantsabane,DsRefuseDisposals
Census 2022,Municipality,Tsantsabane,Communal container/central collection point,277,2.9,Northern Cape,Z F Mgcawu,Tsantsabane,DsRefuseDisposals
Census 2022,Municipality,Tsantsabane,Own refuse dump,1347,14.4,Northern Cape,Z F Mgcawu,Tsantsabane,DsRefuseDisposals
Census 2022,Municipality,Tsantsabane,No Rubbish Disposal,377,4.0,Northern Cape,Z F Mgcawu,Tsantsabane,DsRefuseDisposals
Census 2022,Municipality,Tsantsabane,Other,111,1.2,Northern Cape,Z F Mgcawu,Tsantsabane,DsRefuseDisposals
Census 2022,Municipality,Breede Valley,Removed by local authority at least once a week,45286,83.4,Western Cape,Cape Winelands,Breede Valley,DsRefuseDisposals
Census 2022,Municipality,Breede Valley,Removed by local authority less often,1051,1.9,Western Cape,Cape Winelands,Breede Valley,DsRefuseDisposals
Census 2022,Municipality,Breede Valley,Communal refuse dump,1408,2.6,Western Cape,Cape Winelands,Breede Valley,DsRefuseDisposals
Census 2022,Municipality,Breede Valley,Communal container/central collection point,3303,6.1,Western Cape,Cape Winelands,Breede Valley,DsRefuseDisposals
Census 2022,Municipality,Breede Valley,Own refuse dump,1582,2.9,Western Cape,Cape Winelands,Breede Valley,DsRefuseDisposals
Census 2022,Municipality,Breede Valley,No Rubbish Disposal,1563,2.9,Western Cape,Cape Winelands,Breede Valley,DsRefuseDisposals
Census 2022,Municipality,Breede Valley,Other,91,0.2,Western Cape,Cape Winelands,Breede Valley,DsRefuseDisposals
